MJD,mag,mag_err
55210.1765393,6.56913,0.01638
55210.1772569,6.59663,0.01733
55210.1779282,6.63193,0.01695
55210.1786226,6.59793,0.01705
55210.1793171,6.64373,0.01676
55210.1800115,6.60613,0.01647
55210.1807175,6.53253,0.01581
55210.1814236,6.56043,0.01638
55210.1820949,6.55223,0.01695
55210.1827893,6.50593,0.01609
55210.1834837,6.58393,0.01609
55210.1841782,6.51163,0.01619
55210.1848726,6.53193,0.01581
55210.1855671,6.52203,0.01638
55210.1862615,6.50773,0.01552
55210.186956,6.53863,0.01676
55210.1877199,6.58353,0.01695
55210.1883449,6.53503,0.01628
55210.1890393,6.59713,0.01676
55210.1897569,6.65013,0.01666
55210.1904282,6.56243,0.01647
55210.1911226,6.64463,0.01733
55210.1918171,6.66913,0.0182
55210.1925115,6.53253,0.01638
55210.193206,6.55663,0.01581
55210.1939004,6.52153,0.01619
55210.194618,6.54263,0.01628
55210.1953009,6.48733,0.01705
55210.1959837,6.56513,0.0159
55196.9744791,7.9229,0.06461
55210.1966898,6.57593,0.01666
55196.9751504,7.8129,0.06032
55196.9758449,7.72,0.05454
55210.1973726,6.51283,0.01619
55210.1980902,6.52733,0.01657
55210.1987731,6.53993,0.01619
55210.199456,6.57283,0.01676
55210.2001504,6.49853,0.01571
55210.2008564,6.51243,0.01628
55210.2015509,6.53893,0.01638
55210.2022337,6.50953,0.01657
55210.2029282,6.50723,0.0159
55210.2036226,6.55993,0.01571
55210.2043171,6.55663,0.01638
55210.2050115,6.53353,0.01666
55210.2057291,6.57183,0.01619
55210.2064004,6.52853,0.01609
55210.207118,6.53073,0.01657
55210.2077893,6.52203,0.01628
55210.2084837,6.52253,0.01638
55210.2091898,6.52543,0.01619
55210.2098726,6.52783,0.01628
55210.2105787,6.54883,0.01619
55210.2112615,6.52303,0.01619
55210.2119791,6.56913,0.016
55210.212662,6.53813,0.01647
55210.2134143,6.58733,0.01647
55210.2140393,6.50713,0.01647
55210.2147569,6.56343,0.01638
55210.2154282,6.55913,0.01628
55210.2161574,6.55783,0.01647
55210.2168402,6.56453,0.01609
55210.2175347,6.57623,0.01647
55210.2182175,6.58783,0.01609
55210.2189236,6.56763,0.01638
55210.2195949,6.58143,0.01657
55210.2203009,6.52473,0.01628
55210.2210069,6.60093,0.01647
55210.2216782,6.60583,0.01657
55210.2223726,6.54793,0.01657
55210.2230671,6.58443,0.01676
55210.2237847,6.56683,0.01638
55210.224456,6.63703,0.016
55210.2251736,6.58923,0.01733
55210.2258449,6.58713,0.01676
55210.2265625,6.66613,0.01762
55210.2272337,6.70253,0.01858
55210.2279398,6.63053,0.01791
55210.2286226,6.68513,0.01743
55210.2293518,6.70473,0.0181
55210.2300347,6.64993,0.01781
55210.230706,6.70013,0.01772
55210.2314004,6.70013,0.0182
55210.232118,6.87163,0.02022
55210.2328125,6.74323,0.01964
55210.2334837,6.71403,0.01897
55210.2342129,7.06253,0.02402
55210.2348958,7.24373,0.03367
55210.2355671,6.98843,0.02256
55210.2362731,7.05873,0.02579
55210.236956,7.35723,0.03061
55210.2383449,6.94753,0.02149
55210.2390509,6.79013,0.01916
55210.2397569,6.89863,0.02071
55210.2404398,6.80613,0.01993
55210.2411458,6.90313,0.02178
55210.2418171,7.07013,0.02441
55210.2425231,7.19263,0.02696
55210.2432291,7.35883,0.02795
55210.2439236,6.88223,0.02032
55210.2445949,6.96023,0.02197
55210.2453009,6.88023,0.02227
55210.2459837,7.44023,0.03002
55210.2467129,7.22533,0.02775
55210.2473958,7.27943,0.02893
55210.2487731,7.13573,0.02383
55210.249456,6.78993,0.01974
55210.2501504,6.73593,0.01887
55210.2508449,6.75193,0.01916
55210.2515393,6.73893,0.01906
55210.2522453,6.76183,0.01964
55210.2529513,6.79283,0.02051
55210.2536458,6.78963,0.01964
55210.2543287,6.75313,0.01945
55210.2550115,6.82663,0.01964
55210.255706,6.78393,0.02042
55210.256412,6.80083,0.02149
55210.257118,6.80993,0.02051
55210.2578125,6.88623,0.02217
55210.2584953,7.02773,0.02559
55210.2592013,7.11093,0.02559
55210.2598726,7.34763,0.03239
55210.2606018,6.92703,0.02178
55210.2612615,6.94413,0.02324
55210.2619791,6.85373,0.02285
55210.2626504,6.93833,0.02324
55210.2633449,6.93543,0.02344
55210.2640393,6.95953,0.02334
55210.2647569,6.92973,0.02266
55210.2654282,6.90043,0.02295
55210.2661226,7.08203,0.02716
55210.2668402,7.38043,0.03357
55210.2675115,7.04073,0.025
55210.268206,7.01223,0.02608
55210.2689467,6.91973,0.025
55210.2695949,6.96703,0.02559
55210.2703125,7.03813,0.02373
55210.2710069,6.92703,0.0251
55210.2716782,7.05953,0.02471
55210.2723842,7.03153,0.02549
55210.2730902,7.04963,0.02736
55210.2737615,7.07863,0.02755
55210.274456,7.06753,0.02913
55210.275162,7.13153,0.02864
55210.275868,7.05533,0.02657
55210.2765393,7.07503,0.02765
55210.2772453,7.17523,0.03367
55210.2779513,7.22103,0.031
55210.2786226,7.12113,0.02755
55210.2793402,7.23013,0.02854
55210.2800231,7.24153,0.03248
55210.2814236,7.07713,0.02874
55210.2820949,7.03683,0.02864
55210.2835069,7.04163,0.02716
55210.2841898,7.14233,0.02765
55210.2848958,7.07563,0.02952
55210.2855787,7.09223,0.02874
55210.2862615,7.06273,0.02864
55210.2869791,7.04023,0.02824
55210.2876504,7.04043,0.02716
55210.2883564,7.03923,0.02972
55210.2890393,7.01303,0.02795
55210.2897337,6.89313,0.03308
55210.2904398,7.04793,0.03051
55210.2911226,7.01333,0.02903
55210.291875,7.05843,0.03169
55210.2925347,7.03923,0.03179
55210.293206,7.03163,0.02962
55210.293912,6.98283,0.03189
55210.2945949,7.01303,0.03278
55210.2952893,7.01523,0.03219
55210.2959837,6.98053,0.03456
55210.2966782,6.96133,0.03575
55210.2973958,6.96083,0.03704
55210.9501736,7.97571,0.02816
55210.9508564,7.88972,0.02531
55210.9515393,7.87531,0.02876
55210.9522337,7.87172,0.0256
55210.9529282,7.88702,0.02747
55210.9536342,7.85592,0.02599
55210.9543402,7.81362,0.0256
55210.9550115,7.88052,0.02521
55210.9557175,7.82222,0.0255
55210.9564236,7.81392,0.02462
55210.957118,7.88791,0.0257
55210.9577893,7.75762,0.02472
55210.9585069,7.75372,0.02619
55210.9592129,7.74172,0.02491
55210.9598611,7.76332,0.02531
55210.9605787,7.74251,0.02481
55210.9612615,7.77022,0.02285
55210.961956,7.74312,0.02413
55210.9633564,7.68402,0.02334
55210.9640393,7.67622,0.02275
55210.9647569,7.69691,0.02285
55210.9654282,7.67632,0.02285
55210.9661226,7.65642,0.02305
55210.968206,7.64322,0.02216
55210.9689236,7.60921,0.02177
55210.9695949,7.59441,0.02128
55210.9703009,7.56062,0.02128
55278.0355671,7.78333,0.01994
55278.0362731,7.72683,0.02132
55278.036956,7.75323,0.02043
55278.0376504,7.71543,0.02023
55278.0383449,7.74133,0.02023
55278.0390393,7.74183,0.02013
55278.0452893,7.70173,0.02023
55150.1341782,7.75971,0.01985
55150.1348726,7.74141,0.01945
55278.0459953,7.68743,0.02003
55150.1355902,7.69311,0.02004
55278.0466782,7.65193,0.02043
55150.1362731,7.71771,0.01818
55278.0473726,7.66843,0.01905
55150.1369791,7.78651,0.01877
55278.0480902,7.63053,0.01915
55278.0487847,7.67353,0.01944
55278.0494675,7.62663,0.01875
55278.0501736,7.63513,0.01875
55278.0508449,7.60163,0.01974
55278.0515625,7.59223,0.01855
55278.0522337,7.58443,0.01846
55278.0529398,7.60073,0.01905
55134.1203356,7.7844,0.03235
55134.1210069,7.8639,0.03285
55134.1217013,7.7858,0.03205
55134.1223726,7.8714,0.03334
55134.1230671,7.7548,0.03146
55134.1237615,7.7248,0.03056
55238.9605671,8.22116,0.0819
55238.9612615,8.17126,0.08369
55238.9619791,8.07826,0.06834
55238.9633449,8.04806,0.06057
55238.9640509,8.09456,0.07013
55238.9647337,8.11906,0.05897
55238.9661226,7.98146,0.05857
55238.9668171,8.01486,0.06674
55238.9675115,8.20946,0.06405
55211.087662,7.57562,0.01836
55211.0883449,7.57672,0.01904
55211.0890393,7.57592,0.01856
55211.0897337,7.60421,0.01933
55211.0904282,7.61792,0.01933
55211.0911458,7.60071,0.01972
55211.0918171,7.58822,0.01963
55211.0925347,7.61302,0.01894
55211.093206,7.65312,0.01972
55211.0939004,7.67422,0.02021
55211.094618,7.68302,0.02119
55211.0952893,7.71912,0.01992
55211.0960069,7.68602,0.02089
55211.0966782,7.69522,0.0204
55211.0973611,7.66012,0.0206
55211.0980787,7.70702,0.02119
55211.0987847,7.72742,0.02167
55211.0994907,7.71852,0.02128
55211.1001736,7.71672,0.02109
55211.1008449,7.77701,0.02305
55211.1015509,7.74302,0.02334
55211.1022569,7.75442,0.02806
55211.1029282,7.73472,0.02275
55211.1036458,7.79682,0.02305
55211.1043287,7.80322,0.02334
55211.1050115,7.87962,0.02432
55211.1057291,7.83922,0.02344
55211.1064004,7.90332,0.02413
55211.1071064,7.83951,0.02383
55211.1078125,7.86642,0.02442
55211.1084837,7.88301,0.02521
55211.1091898,7.87601,0.02393
55211.1098958,7.92282,0.02501
55211.1105787,8.01202,0.02728
55211.1112847,7.95232,0.02639
55211.1119791,7.97522,0.02678
55211.1126504,7.97842,0.0255
55211.1362615,7.62881,0.01875
55211.136956,7.60822,0.01894
55211.137662,7.64652,0.01885
55211.138368,7.59902,0.01894
55211.1390625,7.56192,0.01827
55211.1397337,7.63832,0.01904
55151.0765393,8.43281,0.03836
55151.0772337,8.2501,0.03249
55151.0779282,8.2438,0.03149
55151.0786226,8.21231,0.03408
55151.0793287,8.15051,0.02861
55151.0800115,8.13161,0.03129
55239.1355787,7.92616,0.04744
55239.1362615,7.94306,0.05529
55239.1369791,7.95816,0.05907
55239.1376504,8.17586,0.06724
55239.1383564,8.51006,0.06853
55239.1390625,8.34886,0.09217
55239.1397337,8.50556,0.09976
55239.1404513,8.61206,0.09846
55239.1411226,8.59906,0.09247
55239.1418287,8.31156,0.09447
55239.143206,8.38786,0.08519
55239.1439004,8.52936,0.0816
55211.2279282,7.36642,0.0172
55211.2286226,7.36341,0.01672
55211.2293287,7.31281,0.01682
55211.2307291,7.61792,0.02031
55211.2314004,7.64071,0.0204
55211.2320949,7.69372,0.02031
55211.2328125,7.88922,0.02609
55211.2334837,7.89421,0.02639
55211.2341782,7.82882,0.02501
55211.2348726,8.26322,0.04692
55211.2355671,8.41752,0.0346
55211.2362847,8.34422,0.03331
55211.2369675,8.10722,0.02935
55211.2376504,8.28712,0.03222
55211.238368,8.33462,0.04244
55211.2390625,8.26212,0.03093
55211.2397569,8.19922,0.03014
55211.2404282,8.25172,0.03034
55211.2411458,8.16632,0.03261
55211.2418171,8.54322,0.04105
55211.2425115,8.93132,0.06496
55211.243206,8.91482,0.0517
55211.2439236,9.21882,0.06665
55211.2446412,9.32252,0.08252
55211.2453125,9.61602,0.12178
55211.2460416,9.14202,0.08592
55211.2466782,9.09272,0.08472
55211.2473726,9.62622,0.12298
55211.2480787,9.54962,0.10969
55211.249456,9.29442,0.08502
55211.2508449,7.94201,0.02609
55211.2515393,8.17472,0.03569
55211.2522453,8.56862,0.04145
55211.2529513,8.80812,0.05489
55211.2536226,9.23072,0.09441
55211.2543171,9.26382,0.08013
55211.2550115,9.19622,0.08562
55211.2557291,9.15152,0.09171
55211.256412,9.11262,0.07553
55211.2570949,9.41702,0.07294
55211.2584837,9.12562,0.07364
55211.2598726,8.95602,0.07593
55211.2605787,8.63352,0.05269
55211.2612615,8.53872,0.04204
55211.2619791,8.86882,0.06137
55211.262662,8.76772,0.04642
55211.2640625,9.58072,0.10809
55211.2647337,9.39082,0.10759
55211.2654398,8.70472,0.05339
55211.2661458,8.11642,0.03688
55211.2668171,8.29642,0.03708
55211.2675115,8.10442,0.03628
55211.2682175,8.03772,0.03658
55211.2689004,7.85732,0.02816
55211.269618,7.78432,0.02619
55278.949456,7.78487,0.01885
55278.9501736,7.81327,0.01924
55278.9508449,7.82927,0.01895
55278.9515509,7.77457,0.01885
55278.9522569,7.78177,0.01865
55278.9529282,7.83497,0.01895
55278.9536226,7.81377,0.01885
55278.9765393,7.91837,0.02052
55278.9772453,7.89397,0.02062
55278.9779282,7.93657,0.0217
55278.9786226,7.86217,0.02091
55278.9793287,7.90517,0.02131
55278.9800115,7.93077,0.02101
55278.980706,7.94987,0.02131
55278.981412,7.94537,0.02131
55278.9820949,7.98657,0.02318
55278.9828125,7.94907,0.02219
55278.9835069,7.94797,0.02279
55135.1279629,7.91041,0.04114
55135.1286226,7.87701,0.04094
55135.1293171,7.93991,0.04203
55135.1300115,7.83631,0.04422
55135.130706,7.85661,0.04223
55135.131412,7.87521,0.03955
55239.8550231,7.49736,0.01847
55239.8668402,8.99946,0.05479
55211.9126736,7.72893,0.02041
55211.9133449,7.69723,0.02001
55211.9140509,7.72733,0.02051
55211.9147337,7.78093,0.02179
55211.9154282,7.72073,0.02061
55211.9161226,7.72193,0.0213
55239.944618,7.45146,0.01741
55239.9453009,7.48186,0.01857
55279.8661226,7.8563,0.03286
55279.8668055,7.8983,0.03247
55279.8675347,7.8762,0.03266
55279.868206,7.8879,0.03237
55279.8689004,7.8323,0.03197
55279.869618,7.8543,0.03177
55279.8702893,7.8754,0.03157
55279.8710069,7.8631,0.03048
55279.8717013,7.8442,0.02948
55279.8723842,7.7981,0.02849
55279.8730671,7.7921,0.03048
55279.8737615,7.8019,0.03028
55279.8897337,7.5851,0.02571
55279.8904282,7.6192,0.02531
55279.8911342,7.5787,0.02551
55279.8918171,7.6645,0.02621
55279.8925115,7.633,0.02611
55318.0598842,8.43955,0.13435
55318.0605671,8.00315,0.12146
55289.1342129,8.58449,0.16003
55289.1362847,6.45819,0.08636
55289.1369791,6.42139,0.08306
55289.1383564,8.42649,0.15153
55289.1397337,8.54299,0.16883
55289.1404398,6.48919,0.08386
55250.9355671,7.71411,0.02407
55250.9362847,7.69331,0.03877
55250.9369791,7.95451,0.0652
55250.9376736,8.07181,0.07718
55250.9390625,8.35091,0.18424
55250.9404398,7.70881,0.02754
55250.9425347,7.98531,0.03628
55250.943206,7.80951,0.03459
55213.0827893,7.7723,0.01979
55250.9466782,7.95191,0.22133
55213.0835069,7.6911,0.01949
55250.9473842,7.97321,0.13045
55213.0842013,7.7091,0.01989
55213.0848726,7.7237,0.01949
55250.9487847,7.79481,0.03658
55213.0855671,7.7397,0.02038
55318.9154398,7.73349,0.02181
55318.9161342,7.72619,0.02044
55318.9168402,7.73779,0.02034
55318.9175462,7.72359,0.02122
55318.9182291,7.72769,0.01965
55280.8737731,7.91832,0.03281
55318.918912,7.66519,0.02132
55280.8744791,7.98922,0.03311
55318.9195949,7.70909,0.02073
55280.875162,7.88372,0.0343
55318.9203356,7.71609,0.02181
55280.8758449,7.91102,0.03311
55318.9209837,7.71789,0.02053
55280.8765509,7.87372,0.03092
55280.8772337,7.88642,0.03112
55318.9223726,7.67619,0.01936
55280.8779282,7.82612,0.03023
55280.8786226,7.89462,0.03062
55280.8793171,7.85602,0.03152
55318.924456,7.66949,0.02034
55318.925162,7.64729,0.02004
55280.8800115,7.79002,0.03013
55280.880706,7.85832,0.03042
55280.8814236,7.83442,0.02983
55280.882118,7.77202,0.02894
55280.8911226,7.70942,0.02814
55318.9334837,7.57529,0.01896
55280.8918171,7.70212,0.02913
55318.9342013,7.56999,0.01847
55280.8925231,7.63932,0.02785
55280.893206,7.71882,0.02913
55318.9355671,7.65069,0.01857
55280.8939236,7.70212,0.02695
55280.8945949,7.62072,0.02785
55318.937662,7.60849,0.01857
55318.9390509,7.60759,0.01896
55318.9425347,7.59269,0.01847
55318.9432291,7.56289,0.01896
55318.943912,7.57399,0.01857
55318.944618,7.55599,0.01769
55318.9453356,7.59499,0.01789
55318.9460185,7.59269,0.01798
55318.9466898,7.57699,0.01867
55318.9473726,7.56639,0.01779
55318.9480902,7.57289,0.01789
55318.9488773,7.58199,0.01818
55318.949456,7.55949,0.01798
55318.950162,7.55299,0.01798
55318.950868,7.55079,0.01769
55318.9516087,7.56429,0.01837
55318.9522569,7.56749,0.01779
55318.9529398,7.54259,0.0172
55318.9536226,7.49509,0.01808
55318.9543402,7.56859,0.01779
55318.9550347,7.51719,0.01837
55318.9557291,7.53999,0.01818
55318.9564004,7.55779,0.01798
55318.9571064,7.53359,0.01847
55318.9578125,7.51339,0.01818
55318.9585069,7.53219,0.01779
55318.9591898,7.50589,0.01769
55318.9598958,7.60949,0.01847
55318.9605902,7.55539,0.01749
55318.9612847,7.54369,0.01818
55318.9619675,7.54119,0.01779
55318.9626504,7.54089,0.01847
55318.9633796,7.52979,0.01808
55318.9641319,7.55149,0.01808
55318.9647337,7.60979,0.01847
55318.9654398,7.54129,0.01867
55318.9661226,7.55189,0.01886
55318.9668518,7.56209,0.01769
55318.9675578,7.54169,0.01769
55318.9690046,7.53129,0.01779
55318.969618,7.53939,0.01769
55318.9703125,7.57469,0.01837
55318.9710069,7.59289,0.01837
55318.9717013,7.57499,0.01847
55318.9724884,7.57489,0.01808
55318.9730671,7.55469,0.01759
55318.9737615,7.54719,0.01837
55318.9744675,7.55589,0.01779
55318.9751736,7.58289,0.01808
55318.9758796,7.56189,0.01926
55318.9765393,7.58299,0.01818
55318.9772337,7.59099,0.01818
55318.9779513,7.53369,0.01867
55318.9786689,7.56699,0.01847
55318.9793171,7.57269,0.01886
55318.9801157,7.60459,0.01857
55318.980706,7.57549,0.01847
55318.9814004,7.58549,0.01926
55291.0098726,7.85965,0.0208
55318.9821064,7.58579,0.01808
55318.9828125,7.59229,0.01798
55291.0105787,7.89775,0.0206
55318.9835069,7.63989,0.01916
55291.0112615,7.92615,0.021
55318.9841898,7.63459,0.01857
55291.011956,7.86685,0.0209
55318.9848726,7.61699,0.01837
55291.012662,7.89195,0.02189
55318.9855902,7.63609,0.01896
55291.0133449,7.84765,0.02109
55318.9862615,7.63439,0.01847
55291.0140856,7.96675,0.02129
55291.0147337,7.96375,0.02228
55318.986956,7.63099,0.01886
55291.0154398,7.98205,0.02238
55318.9877199,7.64479,0.01857
55291.0161226,7.94265,0.02258
55318.9883449,7.64699,0.01916
55291.0168171,7.92535,0.02189
55318.9890509,7.63939,0.01994
55291.0175231,7.98135,0.02268
55318.9897569,7.64769,0.01886
55318.9904282,7.65079,0.01985
55318.9911226,7.64069,0.01975
55318.991875,7.65549,0.01975
55318.9925347,7.69489,0.02014
55291.0793171,7.62025,0.01912
55291.080706,7.58145,0.01902
55291.081412,7.58135,0.01872
55291.082118,7.66175,0.01981
55281.018206,8.39072,0.04904
55281.0189236,8.36872,0.04844
55281.0195949,8.39172,0.05024
55281.0203125,8.30872,0.04635
55281.0210069,8.29652,0.04904
55281.0216782,8.33292,0.04874
55281.0223726,8.33612,0.04555
55281.0230787,8.29652,0.04535
55281.0237847,8.40052,0.05133
55281.024456,8.25252,0.04645
55281.025162,8.26302,0.04425
55281.0265393,8.22022,0.04435
55281.036956,8.02542,0.03828
55281.0452893,7.91412,0.03579
55281.0459837,7.94652,0.03639
55281.0466898,7.83472,0.0348
55281.0473842,7.85432,0.034
55281.0480902,7.91702,0.03599
55281.0487615,7.78342,0.03569
55281.049456,7.83522,0.0342
55281.050162,7.88792,0.03509
55281.0508449,7.82262,0.0348
55281.0515393,7.85772,0.03609
55281.0522685,7.78632,0.0341
55281.0529513,7.80012,0.03529
55281.0536342,7.74372,0.0336
55281.0543171,7.78592,0.03181
55281.0550115,7.85442,0.0339
55281.0557175,7.80372,0.03499
55281.0564004,7.84172,0.0337
55281.0570949,7.79702,0.03311
55281.0577893,7.82152,0.0339
55281.0584953,7.79562,0.03559
55281.0592013,7.88742,0.0336
55281.0598726,7.82712,0.0346
55281.0605671,7.67732,0.03291
55281.0612615,7.72272,0.03201
55281.0619675,7.76492,0.03321
55281.0626736,7.76112,0.0339
55281.0633449,7.74632,0.0339
55281.0640509,7.69692,0.03251
55281.0647569,7.81932,0.034
55281.0654282,7.78892,0.03539
55281.0668402,7.79552,0.0333
55281.0675231,7.76752,0.03251
55281.0682291,7.72942,0.03102
55281.0689004,7.79912,0.03261
55281.0696064,7.76272,0.0341
55281.0702893,7.79382,0.0336
55281.0709837,7.78612,0.0342
55281.0716782,7.76562,0.03321
55281.0723726,7.72052,0.03301
55281.0730671,7.82092,0.03529
55281.0737847,7.82022,0.03589
55281.0744675,7.80592,0.0334
55281.0751736,7.85332,0.0348
55281.0758449,7.75392,0.03241
55281.0765509,7.77132,0.0334
55281.0772569,7.80412,0.0346
55281.0779282,7.77272,0.0337
55281.0786226,7.82122,0.0341
55281.0793402,7.78262,0.0348
55281.0800347,7.83702,0.03549
55281.0807523,7.83622,0.03509
55281.0814004,7.79452,0.0337
55281.0820949,7.84432,0.03579
55281.0828009,7.81592,0.0346
55281.0835069,7.83512,0.03609
55281.0842013,7.78512,0.03559
55281.0848842,7.77442,0.03291
55281.0855902,7.81352,0.03679
55281.0862615,7.81932,0.03579
55281.0869675,7.85842,0.03609
55281.0876736,7.83372,0.03649
55281.0883564,7.85332,0.03569
55281.0890625,7.82812,0.03728
55281.0897337,7.89992,0.03589
55281.0904513,7.80222,0.03629
55281.0911342,7.90222,0.03788
55281.0918171,7.87322,0.03539
55281.0925347,7.90002,0.03838
55281.093206,7.85442,0.03619
55281.093912,7.93342,0.03987
55281.0945949,7.91602,0.03818
55281.0952893,7.87062,0.03698
55281.0959953,7.91712,0.03858
55281.0966782,7.87732,0.03768
55281.0973726,7.98392,0.04246
55319.8883564,8.35365,0.06534
55319.889074,8.53405,0.05487
55319.8897453,8.31765,0.05517
55319.8904629,8.24855,0.04709
55319.8987615,7.77215,0.03179
55319.8994791,7.83125,0.03248
55319.900162,7.61395,0.02902
55319.9008796,7.72185,0.0303
55319.901574,7.79595,0.03288
55319.9022685,7.76985,0.03159
55319.9029629,7.81655,0.0301
55319.9036805,8.04015,0.03735
55319.9043402,7.82145,0.03377
55319.9050462,8.27995,0.05766
55319.9057291,8.08485,0.03943
55319.9064351,7.72575,0.0304
55319.9071527,7.82045,0.0311
55319.907824,7.75045,0.03357
55319.9086226,7.85765,0.03695
55319.9092129,7.78295,0.0302
55319.9099189,7.65215,0.02882
55319.9106018,7.63825,0.02813
55319.9112731,7.57635,0.03119
55319.9120601,7.71455,0.03318
55281.1432291,7.88222,0.03798
55319.9578125,7.09135,0.01899
55319.9584953,7.34335,0.0228
55319.9592013,7.13155,0.01831
55319.9599421,7.15715,0.0185
55319.9606712,8.71185,0.06205
55319.9612731,7.54225,0.02615
55319.961956,7.93095,0.0309
55319.963368,7.16135,0.01947
55319.964074,7.29405,0.02271
55319.9648611,7.36485,0.02221
55213.9418402,7.96855,0.02359
55213.9425115,8.04085,0.02319
55213.9432638,7.96925,0.02458
55213.9439467,8.05985,0.02497
55213.9446759,8.03665,0.02556
55213.945405,7.97785,0.02448
55213.9459837,7.99455,0.02359
55213.9467245,8.04085,0.02507
55213.9474305,8.03145,0.02527
55213.9480902,7.99345,0.02418
55320.0376504,9.35645,0.10299
55213.9488425,7.94925,0.02547
55213.949456,7.99235,0.02537
55213.950162,8.01555,0.02527
55213.950868,8.03355,0.02646
55213.9516319,8.05925,0.02655
55213.9522453,7.99095,0.02477
55213.9529282,8.02005,0.02398
55213.9536226,8.01735,0.02388
55213.9543287,8.01295,0.02458
55213.9550347,8.03865,0.02388
55213.9557291,8.03205,0.02497
55213.956412,8.00985,0.02477
55213.9570949,7.96185,0.02438
55213.9577893,8.00935,0.02418
55292.0043287,7.90281,0.02045
55281.9133564,7.6321,0.02794
55292.0050115,7.91751,0.02134
55281.9140625,7.6485,0.02725
55292.0057175,7.86481,0.02035
55281.9147337,7.5708,0.02824
55292.0064004,7.96381,0.02164
55281.9154629,7.5975,0.02676
55292.0071064,7.91921,0.02134
55281.9161458,7.6633,0.02824
55292.0077893,7.98951,0.02114
55281.9168518,7.6091,0.02794
55292.0085069,8.00111,0.02154
55281.918206,7.5916,0.02735
55292.0091782,8.03961,0.02184
55281.918912,7.5652,0.02507
55292.0098842,8.01451,0.02213
55281.9195949,7.5851,0.02596
55252.0043287,8.09914,0.03217
55292.0105902,8.03111,0.02184
55281.9202893,7.5937,0.02666
55292.0112847,7.99391,0.02184
55252.0050347,8.08844,0.03277
55281.9209953,7.5765,0.02616
55292.0119675,7.95541,0.02203
55252.0057175,7.99634,0.03217
55281.9217013,7.5651,0.02755
55281.9223726,7.5811,0.02557
55252.0064004,8.02994,0.03217
55281.9230787,7.5655,0.02547
55252.007118,8.04174,0.03148
55292.0175115,8.12731,0.02491
55281.9237847,7.5761,0.02656
55252.0084837,7.94104,0.03217
55292.018206,8.13081,0.02382
55281.924456,7.5702,0.02616
55252.0092013,7.94714,0.0299
55292.0189004,8.10031,0.02332
55281.925162,7.5995,0.02586
55292.0195949,8.12911,0.02471
55252.0098842,7.93024,0.03128
55281.925868,7.5524,0.02636
55292.0202893,8.11781,0.02283
55252.0105671,8.03994,0.03188
55252.0112615,7.94224,0.03059
55252.011956,7.90834,0.03069
55252.012662,7.93934,0.03099
55252.013368,7.94924,0.03168
55252.0140625,7.76374,0.03395
55252.01478,7.91504,0.0301
55252.0154282,7.93094,0.02882
55252.0161342,7.86654,0.0301
55252.0168171,7.76094,0.0302
55320.9043402,8.40991,0.03481
55320.905706,7.82491,0.0242
55320.9064351,7.91461,0.02459
55320.9072106,7.79861,0.02311
55320.9077893,7.79261,0.03014
55320.9092013,8.21011,0.03829
55320.9098958,8.29231,0.03292
55320.9105671,8.16192,0.03262
55320.9112731,8.21631,0.03133
55320.9126736,7.72512,0.02281
55320.9133796,7.65181,0.02242
55320.9140393,7.74171,0.0239
55320.9147453,7.80111,0.02262
55320.9154513,7.67791,0.02163
55320.9161458,7.77531,0.02321
55320.9168518,7.81281,0.0239
55252.8710069,7.94354,0.20185
55252.8744791,8.26174,0.16969
55252.8758449,8.19794,0.14385
55282.8960069,7.63693,0.10591
55282.8973958,7.36903,0.1115
55282.899456,7.81363,0.09262
55282.9001504,7.19353,0.08383
55282.9008449,8.13433,0.09012
55282.9029513,7.91173,0.08263
55282.9050231,8.02453,0.09941
55252.9696412,5.81614,0.05344
55292.9591898,8.55193,0.05109
55292.9598726,9.39133,0.15939
55292.9619791,9.35263,0.13911
55292.9633449,8.42773,0.0483
55292.9640625,9.09243,0.09485
55292.9647337,9.64833,0.1519
55292.9654282,9.67633,0.11253
55292.9661458,10.76033,0.19088
55292.9675115,9.40533,0.15599
55321.8883449,8.03537,0.02959
55321.8890625,8.02087,0.02969
55321.8897337,8.06677,0.03039
55321.8904282,8.02917,0.02979
55321.8911226,8.11207,0.0291
55321.8939004,8.07297,0.03019
55321.894618,8.07927,0.02999
55321.8952893,8.00987,0.03039
55321.8959837,8.04727,0.0285
55321.8966898,8.03357,0.0291
55321.8973726,8.00697,0.0284
55321.8980671,7.98297,0.0294
55321.8987731,7.88537,0.029
55321.899456,7.93137,0.02691
55321.9001504,7.96037,0.0283
55321.9008449,7.97047,0.02721
55321.9015393,7.90767,0.0284
55292.9904513,7.60023,0.02509
55292.9911226,7.37723,0.02773
55292.9918171,7.32893,0.01976
55292.9925115,7.33033,0.01966
55292.993206,7.32693,0.01966
55292.993912,7.24073,0.01937
55282.993206,7.91763,0.04545
55282.993912,7.97283,0.04654
55282.9945949,7.82683,0.04962
55282.9952893,7.98713,0.04853
55282.9959837,8.03183,0.04823
55282.9967013,8.00933,0.05301
55283.8883449,8.07894,0.05306
55283.8890625,7.97694,0.07045
55283.8897569,7.90654,0.15076
55283.8925462,8.46334,0.13718
55283.8939004,7.51674,0.10853
55283.8952893,8.07014,0.06219
55283.8960069,8.42044,0.09386
55283.8966782,7.18354,0.07453
55283.8980671,7.54024,0.07323
